Probeset	ENTREZ	LocusLink	Symbol	IRIS_Most_Specific	Geneset_Tcell	Geneset_ELVIDGE_HIF1A_TARGETS_DN	Geneset_ccRCC	Geneset_Fuhrman	Geneset_Ascierto	Geneset_IMmotion150	Geneset_Merck18	Geneset_RIG1	Geneset_CM009	Geneset_Adenosine	Geneset_HALLMARK
51690_at	51690	LOC51690	LSM7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51691_at	51691	LOC51691	LSM8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
286006_at	286006	LOC286006	LSMEM1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
132228_at	132228	LOC132228	LSMEM2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4046_at	4046	LOC4046	LSP1	Multiple	NA	NA	NA	NA	UP	NA	NA	NA	NA	NA	NA NA
729862_at	NA	NA	LSP1 || RP11-14N7.2 || ? || LSP1P3 || ? || ?	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51599_at	51599	LOC51599	LSR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4047_at	4047	LOC4047	LSS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
7940_at	7940	LOC7940	LST1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4049_at	4049	LOC4049	LTA	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4048_at	4048	LOC4048	LTA4H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4050_at	4050	LOC4050	LTB	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA NA
1241_at	1241	LOC1241	LTB4R	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56413_at	56413	LOC56413	LTB4R2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4052_at	4052	LOC4052	LTBP1	NA	NA	NA	NA	NA	UP	NA	NA	NA	NA	NA	NA NA
4053_at	4053	LOC4053	LTBP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4054_at	4054	LOC4054	LTBP3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8425_at	8425	LOC8425	LTBP4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4055_at	4055	LOC4055	LTBR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4056_at	4056	LOC4056	LTC4S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4057_at	4057	LOC4057	LTF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4058_at	4058	LOC4058	LTK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
26046_at	26046	LOC26046	LTN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84946_at	84946	LOC84946	LTV1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55692_at	55692	LOC55692	LUC7L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51747_at	51747	LOC51747	LUC7L3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4060_at	4060	LOC4060	LUM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
541468_at	541468	LOC541468	LURAP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
286343_at	286343	LOC286343	LURAP1L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
7798_at	7798	LOC7798	LUZP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
338645_at	338645	LOC338645	LUZP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51213_at	51213	LOC51213	LUZP4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56925_at	56925	LOC56925	LXN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8581_at	8581	LOC8581	LY6D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4061_at	4061	LOC4061	LY6E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IFNG IFNA
58496_at	58496	LOC58496	LY6G5B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80741_at	80741	LOC80741	LY6G5C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80740_at	80740	LOC80740	LY6G6C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
58530_at	58530	LOC58530	LY6G6D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
259215_at	259215	LOC259215	LY6G6F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4062_at	4062	LOC4062	LY6H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54742_at	54742	LOC54742	LY6K	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4065_at	4065	LOC4065	LY75	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9450_at	9450	LOC9450	LY86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4063_at	4063	LOC4063	LY9	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23643_at	23643	LOC23643	LY96	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55646_at	55646	LOC55646	LYAR	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
129530_at	129530	LOC129530	LYG1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
254773_at	254773	LOC254773	LYG2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4066_at	4066	LOC4066	LYL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4067_at	4067	LOC4067	LYN	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
66004_at	66004	LOC66004	LYNX1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
116372_at	116372	LOC116372	LYPD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
137797_at	137797	LOC137797	LYPD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
27076_at	27076	LOC27076	LYPD3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
147719_at	147719	LOC147719	LYPD4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
284348_at	284348	LOC284348	LYPD5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
130574_at	130574	LOC130574	LYPD6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
130576_at	130576	LOC130576	LYPD6B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
646627_at	646627	LOC646627	LYPD8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11313_at	11313	LOC11313	LYPLA2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
127018_at	127018	LOC127018	LYPLAL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57149_at	57149	LOC57149	LYRM1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57226_at	57226	LOC57226	LYRM2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57128_at	57128	LOC57128	LYRM4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
144363_at	144363	LOC144363	LYRM5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
90624_at	90624	LOC90624	LYRM7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
201229_at	201229	LOC201229	LYRM9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
388695_at	388695	LOC388695	LYSMD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
256586_at	256586	LOC256586	LYSMD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IFNG NA
116068_at	116068	LOC116068	LYSMD3	NA	NA	NA	NA	NA	DOWN	NA	NA	NA	NA	NA	NA NA
145748_at	145748	LOC145748	LYSMD4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1130_at	1130	LOC1130	LYST	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10894_at	10894	LOC10894	LYVE1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4069_at	4069	LOC4069	LYZ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
131375_at	131375	LOC131375	LYZL4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57151_at	57151	LOC57151	LYZL6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84328_at	84328	LOC84328	LZIC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54585_at	54585	LOC54585	LZTFL1	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8216_at	8216	LOC8216	LZTR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11178_at	11178	LOC11178	LZTS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84445_at	84445	LOC84445	LZTS2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9762_at	9762	LOC9762	LZTS3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
130951_at	130951	LOC130951	M1AP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4074_at	4074	LOC4074	M6PR	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
89876_at	89876	LOC89876	MAATS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4081_at	4081	LOC4081	MAB21L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10586_at	10586	LOC10586	MAB21L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
126868_at	126868	LOC126868	MAB21L3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
346389_at	346389	LOC346389	MACC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23499_at	23499	LOC23499	MACF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
28992_at	28992	LOC28992	MACROD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
140733_at	140733	LOC140733	MACROD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8379_at	8379	LOC8379	MAD1L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4085_at	4085	LOC4085	MAD2L1	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9587_at	9587	LOC9587	MAD2L1BP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10459_at	10459	LOC10459	MAD2L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8174_at	8174	LOC8174	MADCAM1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8567_at	8567	LOC8567	MADD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10296_at	10296	LOC10296	MAEA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84944_at	84944	LOC84944	MAEL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4094_at	4094	LOC4094	MAF	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84232_at	84232	LOC84232	MAF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
389692_at	389692	LOC389692	MAFA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9935_at	9935	LOC9935	MAFB	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23764_at	23764	LOC23764	MAFF	Myeloid	NA	91_DN	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4097_at	4097	LOC4097	MAFG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
100132288_at	NA	NA	MAFIP || TEKT4P2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
7975_at	7975	LOC7975	MAFK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4099_at	4099	LOC4099	MAG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4100_at	4100	LOC4100	MAGEA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4109_at	4109	LOC4109	MAGEA10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4110_at	4110	LOC4110	MAGEA11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4111_at	4111	LOC4111	MAGEA12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4103_at	4103	LOC4103	MAGEA4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4107_at	4107	LOC4107	MAGEA8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4112_at	4112	LOC4112	MAGEB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
139422_at	139422	LOC139422	MAGEB10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
139604_at	139604	LOC139604	MAGEB16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
286514_at	286514	LOC286514	MAGEB18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4113_at	4113	LOC4113	MAGEB2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4114_at	4114	LOC4114	MAGEB3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4115_at	4115	LOC4115	MAGEB4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
158809_at	158809	LOC158809	MAGEB6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9947_at	9947	LOC9947	MAGEC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51438_at	51438	LOC51438	MAGEC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
139081_at	139081	LOC139081	MAGEC3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9500_at	9500	LOC9500	MAGED1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10916_at	10916	LOC10916	MAGED2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57692_at	57692	LOC57692	MAGEE1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
139599_at	139599	LOC139599	MAGEE2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64110_at	64110	LOC64110	MAGEF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
28986_at	28986	LOC28986	MAGEH1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54551_at	54551	LOC54551	MAGEL2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9223_at	9223	LOC9223	MAGI1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9863_at	9863	LOC9863	MAGI2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
260425_at	260425	LOC260425	MAGI3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79917_at	79917	LOC79917	MAGIX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4116_at	4116	LOC4116	MAGOH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55110_at	55110	LOC55110	MAGOHB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84061_at	84061	LOC84061	MAGT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4117_at	4117	LOC4117	MAK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84549_at	84549	LOC84549	MAK16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4118_at	4118	LOC4118	MAL	NA	NA	NA	NA	NA	DOWN	NA	NA	NA	NA	NA	NA NA
114569_at	114569	LOC114569	MAL2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
378938_at	378938	LOC378938	MALAT1	NA	NA	NA	NA	NA	UP	NA	NA	NA	NA	NA	NA NA
115416_at	115416	LOC115416	MALSU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10892_at	10892	LOC10892	MALT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
256691_at	256691	LOC256691	MAMDC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
158056_at	158056	LOC158056	MAMDC4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9794_at	9794	LOC9794	MAML1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84441_at	84441	LOC84441	MAML2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55534_at	55534	LOC55534	MAML3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10046_at	10046	LOC10046	MAMLD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
284358_at	284358	LOC284358	MAMSTR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4121_at	4121	LOC4121	MAN1A1	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10905_at	10905	LOC10905	MAN1A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11253_at	11253	LOC11253	MAN1B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57134_at	57134	LOC57134	MAN1C1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4124_at	4124	LOC4124	MAN2A1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4122_at	4122	LOC4122	MAN2A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4125_at	4125	LOC4125	MAN2B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23324_at	23324	LOC23324	MAN2B2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4123_at	4123	LOC4123	MAN2C1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4126_at	4126	LOC4126	MANBA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
63905_at	63905	LOC63905	MANBAL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79694_at	79694	LOC79694	MANEA	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
149175_at	149175	LOC149175	MANEAL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
7873_at	7873	LOC7873	MANF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54682_at	54682	LOC54682	MANSC1	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
100287284_at	100287284	LOC100287284	MANSC4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4128_at	4128	LOC4128	MAOA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4129_at	4129	LOC4129	MAOB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54627_at	54627	LOC54627	MAP10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4130_at	4130	LOC4130	MAP1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4131_at	4131	LOC4131	MAP1B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84557_at	84557	LOC84557	MAP1LC3A	NA	NA	NA	NA	NA	UP	NA	NA	NA	NA	NA	NA NA
81631_at	81631	LOC81631	MAP1LC3B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
440738_at	440738	LOC440738	MAP1LC3C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55201_at	55201	LOC55201	MAP1S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4133_at	4133	LOC4133	MAP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5604_at	5604	LOC5604	MAP2K1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5605_at	5605	LOC5605	MAP2K2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5606_at	5606	LOC5606	MAP2K3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6416_at	6416	LOC6416	MAP2K4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
139201_at	NA	NA	MAP2K4 || MAP2K4P1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5607_at	5607	LOC5607	MAP2K5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5608_at	5608	LOC5608	MAP2K6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5609_at	5609	LOC5609	MAP2K7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4214_at	4214	LOC4214	MAP3K1	NA	NA	NA	NA	NA	NA	NA	NA	cluster1	NA	NA	NA NA
4294_at	4294	LOC4294	MAP3K10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4296_at	4296	LOC4296	MAP3K11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
7786_at	7786	LOC7786	MAP3K12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9175_at	9175	LOC9175	MAP3K13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9020_at	9020	LOC9020	MAP3K14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
100133991_at	100133991	LOC100133991	MAP3K14-AS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
389840_at	389840	LOC389840	MAP3K15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80122_at	80122	LOC80122	MAP3K19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10746_at	10746	LOC10746	MAP3K2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4215_at	4215	LOC4215	MAP3K3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4216_at	4216	LOC4216	MAP3K4	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4217_at	4217	LOC4217	MAP3K5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9064_at	9064	LOC9064	MAP3K6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6885_at	6885	LOC6885	MAP3K7	NA	NA	NA	NA	NA	NA	NA	NA	cluster1	NA	NA	NA NA
56911_at	56911	LOC56911	MAP3K7CL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1326_at	1326	LOC1326	MAP3K8	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4293_at	4293	LOC4293	MAP3K9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4134_at	4134	LOC4134	MAP4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11184_at	11184	LOC11184	MAP4K1	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5871_at	5871	LOC5871	MAP4K2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8491_at	8491	LOC8491	MAP4K3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9448_at	9448	LOC9448	MAP4K4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11183_at	11183	LOC11183	MAP4K5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4135_at	4135	LOC4135	MAP6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79929_at	79929	LOC79929	MAP6D1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9053_at	9053	LOC9053	MAP7	NA	NA	NA	NA	NA	DOWN	NA	NA	NA	NA	NA	NA NA
55700_at	55700	LOC55700	MAP7D1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
256714_at	256714	LOC256714	MAP7D2	NA	NA	NA	ccrcc1.up	Up	NA	NA	NA	NA	NA	NA	NA NA
79649_at	79649	LOC79649	MAP7D3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79884_at	79884	LOC79884	MAP9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5594_at	5594	LOC5594	MAPK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5602_at	5602	LOC5602	MAPK10	NA	NA	NA	NA	NA	NA	NA	NA	cluster1	NA	NA	NA NA
5600_at	5600	LOC5600	MAPK11	NA	NA	NA	NA	NA	NA	NA	NA	cluster3	NA	NA	NA NA
6300_at	6300	LOC6300	MAPK12	NA	NA	NA	NA	NA	NA	NA	NA	cluster2	NA	NA	NA NA
5603_at	5603	LOC5603	MAPK13	NA	NA	NA	NA	NA	NA	NA	NA	cluster2	NA	NA	NA NA
1432_at	1432	LOC1432	MAPK14	NA	NA	NA	NA	NA	NA	NA	NA	cluster1	NA	NA	NA NA
225689_at	225689	LOC225689	MAPK15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
93487_at	93487	LOC93487	MAPK1IP1L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5595_at	5595	LOC5595	MAPK3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5596_at	5596	LOC5596	MAPK4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5598_at	5598	LOC5598	MAPK7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5599_at	5599	LOC5599	MAPK8	NA	NA	NA	NA	NA	NA	NA	NA	cluster1	NA	NA	NA NA
9479_at	9479	LOC9479	MAPK8IP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23542_at	23542	LOC23542	MAPK8IP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23162_at	23162	LOC23162	MAPK8IP3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
